timestamp,river_name,sensor_distance_cm,water_height_cm,water_flow_m3s,flood_status,flood_level,rainfall_mm,humidity_pct,temperature_c,sensor_status,latitude,longitude
2024-01-01 00:00:00,Tambong River,78.95,221.05,2.667,BANJIR,TINGGI,9.0,61.8,29.0,NORMAL,-8.231007,114.390824
2024-01-01 01:00:00,Tambong River,135.6,164.4,1.798,AMAN,SEDANG,7.3,89.9,25.0,NORMAL,-8.143973,114.407286
2024-01-01 02:00:00,Tambong River,109.07,190.93,2.508,AMAN,SEDANG,7.5,73.8,31.6,NORMAL,-8.215791,114.402706
2024-01-01 03:00:00,Tambong River,55.96,244.04,4.088,BANJIR,TINGGI,5.4,60.7,25.8,NORMAL,-8.166111,114.375427
2024-01-01 04:00:00,Tambong River,103.33,196.67,2.774,AMAN,SEDANG,10.8,76.2,31.1,NORMAL,-8.307504,114.318322
2024-01-01 05:00:00,Tambong River,140.39,159.61,1.752,AMAN,SEDANG,8.7,84.2,27.6,NORMAL,-8.251355,114.438133
2024-01-01 06:00:00,Tambong River,143.57,156.43,2.083,AMAN,SEDANG,18.5,83.1,24.6,NORMAL,-8.284368,114.333211
2024-01-01 07:00:00,Tambong River,124.98,175.02,2.636,AMAN,SEDANG,13.5,93.2,28.5,NORMAL,-8.183181,114.306042
2024-01-01 08:00:00,Tambong River,69.7,230.3,3.062,BANJIR,TINGGI,2.6,82.2,30.7,NORMAL,-8.294417,114.429905
2024-01-01 09:00:00,Tambong River,68.96,231.04,3.922,BANJIR,TINGGI,14.9,61.0,30.4,NORMAL,-8.223046,114.284133
2024-01-01 10:00:00,Tambong River,122.29,177.71,2.518,AMAN,SEDANG,0.0,85.1,24.5,NORMAL,-8.235139,114.274736
2024-01-01 11:00:00,Tambong River,49.32,250.68,3.21,BANJIR,TINGGI,0.0,69.8,27.6,NORMAL,-8.315038,114.309569
2024-01-01 12:00:00,Tambong River,104.32,195.68,2.436,AMAN,SEDANG,3.6,83.4,25.3,NORMAL,-8.261033,114.411015
2024-01-01 13:00:00,Tambong River,59.77,240.23,3.597,BANJIR,TINGGI,0.0,71.5,29.1,NORMAL,-8.22475,114.376499
2024-01-01 14:00:00,Tambong River,141.5,158.5,1.996,AMAN,SEDANG,0.0,77.9,30.8,NORMAL,-8.231279,114.461304
2024-01-01 15:00:00,Tambong River,137.22,162.78,2.215,AMAN,SEDANG,6.1,82.1,28.8,NORMAL,-8.268515,114.320495
2024-01-01 16:00:00,Tambong River,125.91,174.09,2.476,AMAN,SEDANG,1.3,69.2,28.8,NORMAL,-8.175194,114.416172
2024-01-01 17:00:00,Tambong River,65.05,234.95,4.011,BANJIR,TINGGI,18.3,60.5,24.6,NORMAL,-8.303843,114.319127
2024-01-01 18:00:00,Tambong River,83.27,216.73,3.554,BANJIR,TINGGI,11.3,84.3,30.0,NORMAL,-8.224539,114.280146
2024-01-01 19:00:00,Tambong River,54.48,245.52,3.467,BANJIR,TINGGI,10.4,74.2,25.1,NORMAL,-8.124447,114.451217
2024-01-01 20:00:00,Tambong River,48.21,251.79,3.775,BANJIR,TINGGI,11.6,91.4,28.2,NORMAL,-8.131922,114.283312
