timestamp,river_name,sensor_distance_cm,water_height_cm,water_flow_m3s,flood_status,flood_level,rainfall_mm,humidity_pct,temperature_c,sensor_status,latitude,longitude
2024-01-01 00:00:00,Panggang River,128.86,171.14,2.616,AMAN,SEDANG,6.5,74.7,30.9,NORMAL,-8.215589,114.437515
2024-01-01 01:00:00,Panggang River,92.33,207.67,2.552,BANJIR,TINGGI,9.7,67.8,31.1,NORMAL,-8.208301,114.276425
2024-01-01 02:00:00,Panggang River,144.27,155.73,1.569,AMAN,SEDANG,0.9,75.4,28.4,NORMAL,-8.216617,114.285491
2024-01-01 03:00:00,Panggang River,100.59,199.41,2.603,AMAN,SEDANG,11.9,77.5,29.6,NORMAL,-8.152768,114.338922
2024-01-01 04:00:00,Panggang River,86.51,213.49,3.404,BANJIR,TINGGI,12.1,79.0,28.6,NORMAL,-8.249488,114.333033
2024-01-01 05:00:00,Panggang River,134.41,165.59,2.029,AMAN,SEDANG,0.0,70.8,30.2,NORMAL,-8.310322,114.462345
2024-01-01 06:00:00,Panggang River,95.92,204.08,3.048,BANJIR,TINGGI,0.0,84.5,24.4,NORMAL,-8.128313,114.315024
2024-01-01 07:00:00,Panggang River,84.97,215.03,2.865,BANJIR,TINGGI,11.6,78.5,26.6,NORMAL,-8.231297,114.368072
2024-01-01 08:00:00,Panggang River,92.32,207.68,3.233,BANJIR,TINGGI,10.8,73.6,31.4,NORMAL,-8.15506,114.435084
2024-01-01 09:00:00,Panggang River,96.44,203.56,2.621,BANJIR,TINGGI,7.3,75.4,27.0,NORMAL,-8.261526,114.341626
2024-01-01 10:00:00,Panggang River,121.21,178.79,2.148,AMAN,SEDANG,3.2,74.9,30.3,NORMAL,-8.252821,114.456146
2024-01-01 11:00:00,Panggang River,128.55,171.45,1.913,AMAN,SEDANG,6.2,86.2,27.8,NORMAL,-8.192388,114.350859
2024-01-01 12:00:00,Panggang River,113.09,186.91,2.187,AMAN,SEDANG,10.0,72.5,25.3,NORMAL,-8.171102,114.311383
2024-01-01 13:00:00,Panggang River,68.15,231.85,4.039,BANJIR,TINGGI,15.8,70.4,26.4,NORMAL,-8.313153,114.355823
2024-01-01 14:00:00,Panggang River,107.82,192.18,3.11,AMAN,SEDANG,8.5,78.8,31.4,NORMAL,-8.123696,114.379837
2024-01-01 15:00:00,Panggang River,141.21,158.79,2.061,AMAN,SEDANG,1.5,61.0,24.1,NORMAL,-8.252849,114.456891
2024-01-01 16:00:00,Panggang River,110.79,189.21,3.041,AMAN,SEDANG,2.5,76.5,27.9,NORMAL,-8.276586,114.410715
2024-01-01 17:00:00,Panggang River,75.89,224.11,3.705,BANJIR,TINGGI,13.3,78.4,28.3,NORMAL,-8.273585,114.339359
2024-01-01 18:00:00,Panggang River,111.66,188.34,2.311,AMAN,SEDANG,0.0,72.5,27.8,NORMAL,-8.232072,114.320336
2024-01-01 19:00:00,Panggang River,101.16,198.84,2.582,AMAN,SEDANG,17.0,63.5,31.0,NORMAL,-8.300111,114.411256
2024-01-01 20:00:00,Panggang River,65.18,234.82,3.336,BANJIR,TINGGI,0.0,93.3,26.4,NORMAL,-8.314199,114.344348
2024-01-01 21:00:00,Panggang River,143.52,156.48,1.804,AMAN,SEDANG,10.8,85.0,29.9,NORMAL,-8.209115,114.401709
2024-01-01 22:00:00,Panggang River,138.72,161.28,2.194,AMAN,SEDANG,7.1,84.2,25.3,NORMAL,-8.188071,114.372208
2024-01-01 23:00:00,Panggang River,52.18,247.82,4.031,BANJIR,TINGGI,10.7,65.3,28.2,NORMAL,-8.229699,114.377193
2024-01-02 00:00:00,Panggang River,128.29,171.71,2.592,AMAN,SEDANG,13.7,68.5,28.6,NORMAL,-8.25061,114.44811
2024-01-02 01:00:00,Panggang River,145.71,154.29,2.268,AMAN,SEDANG,4.4,77.6,28.0,NORMAL,-8.141756,114.348436
2024-01-02 02:00:00,Panggang River,74.27,225.73,3.11,BANJIR,TINGGI,0.0,61.8,26.3,NORMAL,-8.200362,114.346614
2024-01-02 03:00:00,Panggang River,180.07,119.93,1.249,AMAN,RENDAH,3.8,79.6,25.6,ERROR,-8.277581,114.434198
2024-01-02 04:00:00,Panggang River,63.58,236.42,2.952,BANJIR,TINGGI,10.1,69.3,24.6,NORMAL,-8.229063,114.306195
2024-01-02 05:00:00,Panggang River,108.27,191.73,2.233,AMAN,SEDANG,4.1,63.0,31.1,NORMAL,-8.269266,114.430047
2024-01-02 06:00:00,Panggang River,103.88,196.12,3.018,AMAN,SEDANG,1.8,66.8,28.6,NORMAL,-8.191284,114.30481
2024-01-02 07:00:00,Panggang River,84.46,215.54,3.472,BANJIR,TINGGI,9.9,81.6,27.9,NORMAL,-8.144177,114.413599
2024-01-02 08:00:00,Panggang River,80.67,219.33,3.698,BANJIR,TINGGI,1.0,87.1,26.7,NORMAL,-8.163462,114.291893
2024-01-02 09:00:00,Panggang River,146.72,153.28,1.757,AMAN,SEDANG,6.6,79.4,30.7,NORMAL,-8.311939,114.318067
2024-01-02 10:00:00,Panggang River,148.68,151.32,2.03,AMAN,SEDANG,16.9,94.5,30.3,NORMAL,-8.295518,114.430479
2024-01-02 11:00:00,Panggang River,123.7,176.3,2.401,AMAN,SEDANG,5.8,70.3,30.8,NORMAL,-8.14123,114.418102
2024-01-02 12:00:00,Panggang River,138.73,161.27,1.647,AMAN,SEDANG,12.9,76.1,31.6,NORMAL,-8.291839,114.322846
2024-01-02 13:00:00,Panggang River,136.99,163.01,1.668,AMAN,SEDANG,4.8,87.9,26.9,NORMAL,-8.143643,114.430834
2024-01-02 14:00:00,Panggang River,81.24,218.76,3.436,BANJIR,TINGGI,4.0,61.4,29.2,NORMAL,-8.304694,114.374381
2024-01-02 15:00:00,Panggang River,76.52,223.48,2.711,BANJIR,TINGGI,2.4,61.3,30.5,NORMAL,-8.269117,114.431219
2024-01-02 16:00:00,Panggang River,120.23,179.77,2.733,AMAN,SEDANG,0.0,72.8,30.3,NORMAL,-8.171619,114.273671
2024-01-02 17:00:00,Panggang River,100.74,199.26,2.539,AMAN,SEDANG,0.1,83.2,28.2,NORMAL,-8.261939,114.346938
2024-01-02 18:00:00,Panggang River,133.11,166.89,1.851,AMAN,SEDANG,0.0,71.5,31.7,NORMAL,-8.308649,114.323169
2024-01-02 19:00:00,Panggang River,124.32,175.68,2.686,AMAN,SEDANG,12.4,64.6,29.5,NORMAL,-8.298238,114.395719
2024-01-02 20:00:00,Panggang River,141.79,158.21,2.299,AMAN,SEDANG,2.3,69.0,29.1,NORMAL,-8.236653,114.291897
2024-01-02 21:00:00,Panggang River,101.13,198.87,3.246,AMAN,SEDANG,15.0,71.5,25.5,NORMAL,-8.134927,114.417009
2024-01-02 22:00:00,Panggang River,60.21,239.79,3.984,BANJIR,TINGGI,0.0,76.8,29.2,NORMAL,-8.236211,114.432944
2024-01-02 23:00:00,Panggang River,235.67,64.33,0.513,AMAN,RENDAH,0.0,85.6,27.6,NORMAL,-8.296178,114.311759
2024-01-03 00:00:00,Panggang River,149.12,150.88,2.032,AMAN,SEDANG,0.0,63.0,25.0,NORMAL,-8.262662,114.344945
2024-01-03 01:00:00,Panggang River,79.21,220.79,3.845,BANJIR,TINGGI,4.7,93.2,28.9,NORMAL,-8.161925,114.32992
2024-01-03 02:00:00,Panggang River,87.48,212.52,3.051,BANJIR,TINGGI,4.2,70.8,29.2,NORMAL,-8.235993,114.290504
2024-01-03 03:00:00,Panggang River,141.47,158.53,1.606,AMAN,SEDANG,0.0,73.5,24.2,NORMAL,-8.256607,114.428891
2024-01-03 04:00:00,Panggang River,139.38,160.62,1.871,AMAN,SEDANG,12.4,65.5,29.4,NORMAL,-8.281707,114.397272
2024-01-03 05:00:00,Panggang River,104.21,195.79,2.527,AMAN,SEDANG,4.8,74.0,30.2,NORMAL,-8.200104,114.353257
2024-01-03 06:00:00,Panggang River,94.87,205.13,2.76,BANJIR,TINGGI,0.0,93.2,29.4,NORMAL,-8.176015,114.272231
2024-01-03 07:00:00,Panggang River,143.68,156.32,1.953,AMAN,SEDANG,13.5,61.2,27.9,NORMAL,-8.280587,114.391537
2024-01-03 08:00:00,Panggang River,119.41,180.59,2.221,AMAN,SEDANG,0.0,71.2,30.2,NORMAL,-8.259244,114.407592
2024-01-03 09:00:00,Panggang River,141.13,158.87,1.682,AMAN,SEDANG,0.0,79.2,31.6,NORMAL,-8.170948,114.304249
2024-01-03 10:00:00,Panggang River,128.44,171.56,2.532,AMAN,SEDANG,9.1,61.7,24.3,NORMAL,-8.241548,114.38145
2024-01-03 11:00:00,Panggang River,76.07,223.93,3.534,BANJIR,TINGGI,4.7,90.3,28.7,NORMAL,-8.209056,114.292929
2024-01-03 12:00:00,Panggang River,125.63,174.37,2.303,AMAN,SEDANG,0.0,85.7,29.8,NORMAL,-8.260584,114.294054
2024-01-03 13:00:00,Panggang River,152.21,147.79,1.781,AMAN,RENDAH,5.6,69.1,28.6,NORMAL,-8.198128,114.344433
2024-01-03 14:00:00,Panggang River,106.89,193.11,2.949,AMAN,SEDANG,0.0,92.0,27.4,NORMAL,-8.255674,114.378768
2024-01-03 15:00:00,Panggang River,55.73,244.27,3.705,BANJIR,TINGGI,2.8,66.8,27.1,NORMAL,-8.30875,114.350977
2024-01-03 16:00:00,Panggang River,60.97,239.03,3.262,BANJIR,TINGGI,12.1,70.2,30.7,NORMAL,-8.308033,114.272722
2024-01-03 17:00:00,Panggang River,145.67,154.33,2.006,AMAN,SEDANG,0.0,91.3,28.0,NORMAL,-8.210417,114.431547
